Wellbore name,q_oil,q_gas,q_wat,q_liq,WC,GOR,AVG_WHP_P,AVG_WHT_P,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,ON_STREAM_HRS,delta_P,BB_pred
15/9-F-12 H,4060.0,559249.0,6.0,4066.0,0.0014756517461878,137.7460591133005,85.512,77.368,106.11,47.51018,24.0,175.872,279.0275849266391
15/9-F-12 H,4367.0,603300.0,160.0,4527.0,0.0353434945880273,138.1497595603389,68.389,81.562,106.627,58.51604,24.0,177.69799999999998,301.47898781387994
15/9-F-12 H,1813.0,262578.0,3457.0,5270.0,0.655977229601518,144.83066740209597,58.562,90.22,107.283,51.02319,24.0,224.308,374.2549704541419
15/9-F-12 H,5278.0,730268.0,14.0,5292.0,0.0026455026455026,138.3607427055703,61.685,79.711,106.529,64.53006,24.0,171.34199999999998,337.6268793774873
15/9-F-12 H,5601.0,781601.0,551.0,6152.0,0.0895643693107932,139.54668809141225,60.325,82.333,107.065,72.90647,24.0,191.11,390.22229583948314
15/9-F-12 H,4259.0,607654.0,0.0,4259.0,0.0,142.6752758863583,92.343,80.566,106.58,47.63367,24.0,182.127,285.5699163680929
15/9-F-12 H,4301.0,604875.0,1641.0,5942.0,0.2761696398519017,140.635898628226,53.873,85.628,107.315,76.21528,24.0,199.29,387.8295972525824
15/9-F-12 H,4241.787122207622,622344.2838370566,541.3929040735874,4783.180026281209,0.1131868131868131,146.7174721189591,67.373,79.293,107.01,60.41023,22.83,188.035,319.51136327749623
15/9-F-12 H,5094.0,762917.0,12.0,5106.0,0.0023501762632197,149.76776599921476,81.571,81.684,106.297,42.94835,24.0,179.80300000000005,327.04479873399987
15/9-F-12 H,3500.0,490054.0,54.0,3554.0,0.0151941474395047,140.01542857142857,65.75,79.058,106.434,51.21957,24.0,166.444,262.6180737708685
15/9-F-12 H,2555.0,372722.0,3545.0,6100.0,0.5811475409836065,145.8794520547945,47.063,89.72,107.469,78.83273,24.0,224.886,413.1260982102832
15/9-F-12 H,5081.0,762130.0,15.0,5096.0,0.0029434850863422,149.996063766975,80.258,80.18,106.197,43.40013,24.0,178.449,327.1890755237628
15/9-F-12 H,5357.0,726693.0,10.0,5367.0,0.0018632383081796,135.65297741273102,55.573,81.233,106.614,71.12014,24.0,173.736,341.292863974392
15/9-F-12 H,2382.0,340231.0,2743.0,5125.0,0.535219512195122,142.8341729638959,62.735,88.73,107.324,52.01283,24.0,217.413,359.7311467073122
15/9-F-12 H,2997.0,427791.0,2.0,2999.0,0.0006668889629876,142.73973973973975,105.93,73.138,105.905,31.15911,24.0,176.45600000000002,240.77574094698892
15/9-F-12 H,5435.941716135995,787155.9633027522,0.0,5435.941716135995,0.0,144.80581367643555,86.19,81.436,106.799,55.0593,18.53,190.707,342.6728706427428
15/9-F-12 H,4345.0,599227.0,2405.0,6750.0,0.3562962962962963,137.91185270425777,57.885,85.067,107.265,67.704,24.0,193.74,439.31272400104785
15/9-F-12 H,3188.0,489394.0,0.0,3188.0,0.0,153.51129234629863,92.779,77.022,105.908,33.02385,24.0,171.572,246.85949758413835
15/9-F-12 H,4806.0,659614.0,135.0,4941.0,0.0273224043715847,137.2480233042031,56.584,77.672,106.556,67.30705,24.0,169.688,322.4230916126349
15/9-F-12 H,2475.0,351180.0,2298.0,4773.0,0.4814582023884349,141.8909090909091,54.418,87.009,107.319,59.17946,24.0,207.026,340.99258516289746
15/9-F-12 H,5114.0,725815.0,42.0,5156.0,0.0081458494957331,141.92706296441142,54.734,76.378,106.361,69.84177,24.0,167.263,333.4116059199226
15/9-F-12 H,4207.458208315474,588612.087441063,360.0514359194171,4567.50964423489,0.0788288288288288,139.89731051344742,75.365,79.878,106.848,52.67255,23.33,184.852,305.8074495343835
15/9-F-12 H,2714.0,385384.0,31.0,2745.0,0.0112932604735883,141.99852616064848,77.181,73.137,105.951,40.82958,24.0,162.29899999999998,237.25928945834565
15/9-F-12 H,4421.0,620759.0,133.0,4554.0,0.0292050944224857,140.41144537434968,74.84,82.135,106.784,54.67597,24.0,183.504,301.6425357464762
15/9-F-12 H,1791.0,267977.0,3489.0,5280.0,0.6607954545454545,149.62423227247348,54.648,87.878,107.426,52.63943,24.0,218.31000000000003,375.6372093377614
15/9-F-12 H,4355.0,603564.0,184.0,4539.0,0.0405375633399427,138.5910447761194,69.994,81.828,106.73,58.10112,24.0,181.664,302.1333730394573
15/9-F-12 H,2000.0,299242.0,3503.0,5503.0,0.6365618753407233,149.621,60.725,87.015,107.254,50.80705,24.0,221.665,384.8319819539638
15/9-F-14 H,1301.0,202263.0,2338.0,3639.0,0.642484198955757,155.467332820907,34.634,86.317,103.766,100.0,24.0,184.318,309.3591232637585
15/9-F-14 H,972.6141078838174,155598.34024896266,3457.814661134163,4430.428769017981,0.7804695304695304,159.97952218430035,34.124,88.229,101.081,66.72312,21.69,208.546,347.522359698161
15/9-F-14 H,528.0,77254.0,3694.0,4222.0,0.8749407863571766,146.31439393939394,32.427,88.178,99.996,100.0,24.0,223.354,346.4641682021655
15/9-F-14 H,251.0,36784.0,3426.0,3677.0,0.9317378297525156,146.54980079681275,30.792,88.015,99.635,100.0,24.0,234.652,332.62589565657476
15/9-F-14 H,104.0,16845.0,3065.0,3169.0,0.9671820763647838,161.97115384615384,28.664,86.885,99.588,100.0,24.0,239.337,320.95442956837246
15/9-F-14 H,3119.0,457662.0,5.0,3124.0,0.0016005121638924,146.73356845142675,94.45,76.96,104.621,32.30934,24.0,155.985,244.9482340993352
15/9-F-14 H,2081.0,317185.0,3594.0,5675.0,0.6333039647577092,152.41950985103315,41.718,90.047,105.924,100.0,24.0,200.381,394.00525169637496
15/9-F-14 H,1067.0,169703.0,3052.0,4119.0,0.7409565428502064,159.0468603561387,39.104,88.241,101.542,50.86614,24.0,205.425,332.8907538294674
15/9-F-14 H,3627.2,525153.6,70.4,3697.6,0.0190393768931198,144.78209086898983,96.22,71.868,105.214,31.73845,15.0,163.677,266.39556393923016
15/9-F-14 H,2416.0,338848.0,2464.0,4880.0,0.5049180327868853,140.2516556291391,58.792,89.456,106.236,42.29213,24.0,186.788,346.5842975544088
15/9-F-14 H,1914.47902571042,303237.88903924223,3843.572395128552,5758.051420838972,0.6675126903553299,158.39185750636133,39.219,89.79,105.24,96.21396,14.78,204.404,400.6769454667959
15/9-F-14 H,1299.0,202812.0,2541.0,3840.0,0.66171875,156.12933025404158,48.198,83.447,106.11,32.70094,24.0,173.053,317.3808155610499
15/9-F-14 H,972.0,152750.0,3129.0,4101.0,0.7629846378931968,157.15020576131687,32.611,88.495,101.178,89.36781,24.0,209.26,333.95251384051727
15/9-F-14 H,564.0,83087.0,4074.0,4638.0,0.8783958602846055,147.3173758865248,32.419,83.622,100.038,100.0,24.0,221.906,362.5170386630044
15/9-F-14 H,209.6866096866097,30916.23931623932,2724.786324786325,2934.472934472935,0.9285436893203884,147.44021739130434,32.301,84.959,99.446,72.40304,21.06,232.54400000000004,311.8425214751586
15/9-F-14 H,148.0,23135.0,3035.0,3183.0,0.953502984605718,156.31756756756758,27.454,86.021,99.546,100.0,24.0,237.892,320.2148019950368
15/9-F-14 H,3479.0,506024.0,3.0,3482.0,0.0008615738081562,145.45099166427136,91.608,77.075,105.262,33.43927,24.0,157.807,256.9251382575561
15/9-F-14 H,2074.0,316503.0,3563.0,5637.0,0.6320737981195671,152.6051108968177,39.561,90.521,105.619,97.91667,24.0,202.051,392.04240434767274
15/9-F-14 H,1772.0,272015.0,3984.0,5756.0,0.6921473245309242,153.50733634311513,38.826,86.445,102.779,81.16999,24.0,203.358,401.8748620800827
15/9-F-14 H,1030.0,166915.0,3387.0,4417.0,0.7668100520715417,162.05339805825244,34.723,87.941,101.389,65.19915,24.0,207.675,346.07506948971917
15/9-F-14 H,604.0,91618.0,3845.0,4449.0,0.8642391548662621,151.68543046357615,32.547,86.118,100.077,93.47029,24.0,220.569,354.1496176970784
15/9-F-14 H,488.0,87151.0,3289.0,3777.0,0.8707969287794546,178.58811475409837,31.787,86.28,99.563,100.0,24.0,230.505,330.8097955403775
15/9-F-14 H,157.0,24193.0,2980.0,3137.0,0.9499521836149188,154.0955414012739,27.31,86.62,99.532,100.0,24.0,237.308,318.7144852050239
15/9-F-14 H,1787.0,257150.0,343.0,2130.0,0.1610328638497652,143.90039171796306,76.822,76.217,105.059,28.29211,24.0,152.491,235.03419822755677
15/9-F-14 H,2370.0,340848.0,3414.0,5784.0,0.5902489626556017,143.81772151898736,50.456,90.764,106.678,59.85906,24.0,200.82,396.0823277672978
15/9-F-14 H,1344.0,208900.0,3659.0,5003.0,0.731361183290026,155.43154761904762,44.519,84.795,103.494,62.87342,24.0,202.932,368.0706384781597
15/9-F-14 H,1099.0,172099.0,2625.0,3724.0,0.7048872180451128,156.59599636032758,32.54,85.149,102.181,100.0,24.0,197.231,316.8792341842299
15/9-F-14 H,843.0,135092.0,3541.0,4384.0,0.8077098540145985,160.2514827995255,32.749,88.748,100.771,100.0,24.0,212.618,347.61722109381884
15/9-F-14 H,439.0,65717.0,3321.0,3760.0,0.8832446808510638,149.69703872437358,31.311,89.173,99.95,100.0,24.0,229.306,331.3898008749231
15/9-F-14 H,195.0,28874.0,3608.0,3803.0,0.9487246910333949,148.07179487179488,30.578,86.957,99.552,100.0,24.0,236.768,337.9002005857744
15/9-F-14 H,103.0,16370.0,2979.0,3082.0,0.9665801427644388,158.93203883495147,30.981,88.827,100.203,45.16079,24.0,238.912,318.63792898901164
15/9-F-14 H,3442.0,475742.0,279.0,3721.0,0.0749798441279226,138.2167344567112,72.375,81.753,105.341,37.76766,24.0,156.898,271.29728194443527
15/9-F-14 H,1859.0,260175.0,1298.0,3157.0,0.4111498257839721,139.95427649273802,58.942,91.794,106.606,46.69346,24.0,198.917,276.00626084609127
15/9-F-14 H,1632.0,251862.0,4151.0,5783.0,0.7177935327684593,154.32720588235293,39.595,89.903,103.85,63.80833,24.0,207.748,404.31918418891473
15/9-F-14 H,1125.0,176408.0,2741.0,3866.0,0.7090015519917227,156.8071111111111,32.68,86.097,102.499,100.0,24.0,194.988,321.9209670305678
15/9-F-14 H,894.0,145512.0,3605.0,4499.0,0.8012891753723049,162.76510067114094,32.244,88.214,100.852,100.0,24.0,211.946,351.6777968334245
15/9-F-14 H,431.0,63769.0,3712.0,4143.0,0.8959691045136374,147.95591647331787,31.588,89.17,100.119,100.0,24.0,227.545,345.1828509842496
15/9-F-14 H,212.0,31605.0,3575.0,3787.0,0.9440190124108794,149.08018867924528,30.255,86.692,99.519,100.0,24.0,235.247,337.0287034903413
15/9-F-14 H,103.0,16129.0,2860.0,2963.0,0.9652379345258184,156.59223300970874,31.42,88.538,99.931,43.15085,24.0,239.037,315.5487738808049
15/9-F-14 H,4397.0,628354.0,156.0,4553.0,0.0342631232154623,142.90516261087106,101.632,79.097,105.45,34.31705,24.0,167.928,299.7389747610219
15/9-F-14 H,1977.0,302409.0,3577.0,5554.0,0.644040331292762,152.96358118361152,38.192,91.517,104.951,100.0,24.0,205.078,388.4713260385519
15/9-F-14 H,1238.0,188913.0,2031.0,3269.0,0.6212909146527991,152.59531502423263,38.035,85.878,104.498,45.56692,24.0,181.434,296.1820119734472
15/9-F-14 H,936.0,151346.0,3412.0,4348.0,0.7847286108555658,161.69444444444446,32.165,88.198,101.022,100.0,24.0,210.289,344.6847657194484
15/9-F-14 H,601.0,87858.0,3856.0,4457.0,0.8651559344850797,146.18635607321133,32.304,87.259,99.989,100.0,24.0,221.677,354.4746274296987
15/9-F-14 H,272.0,41265.0,3513.0,3785.0,0.9281373844121532,151.70955882352942,31.103,86.404,99.642,100.0,24.0,233.736,335.71854590927194
15/9-F-14 H,141.0,22203.0,3340.0,3481.0,0.959494398161448,157.46808510638297,28.576,86.185,99.637,100.0,24.0,239.67800000000005,328.96589541170005
15/9-F-14 H,533.0,74202.0,3669.0,4202.0,0.873155640171347,139.2157598499062,31.639,88.504,100.018,100.0,24.0,225.472,345.6388855667913
15/9-F-14 H,267.0,38060.0,3291.0,3558.0,0.9249578414839796,142.54681647940075,30.733,88.669,99.649,100.0,24.0,235.697,328.50079697768973
15/9-F-14 H,98.0,15757.0,2887.0,2985.0,0.9671691792294808,160.78571428571428,31.39,86.806,99.621,43.14962,24.0,239.301,316.25123221576155
15/9-F-14 H,681.0,101739.0,4417.0,5098.0,0.8664182032169478,149.39647577092512,32.437,85.981,100.42,100.0,24.0,216.14,380.7296702816601
15/9-F-14 H,323.0,52469.0,3603.0,3926.0,0.9177279673968416,162.44272445820434,31.041,87.9,99.671,100.0,24.0,230.299,339.40275312302435
15/9-F-14 H,175.0,26671.0,2884.0,3059.0,0.94279176201373,152.40571428571428,29.578,88.06,99.448,100.0,24.0,235.793,316.08092749388254
15/9-F-14 H,1720.3938115330525,244414.06469760905,2986.216596343179,4706.610407876231,0.6344728663638537,142.06867233485937,65.924,89.58,106.171,37.3811,21.33,197.772,347.4433915583192
15/9-F-14 H,1699.0,263925.0,4306.0,6005.0,0.7170691090757702,155.3413772807534,42.127,89.729,103.275,58.54131,24.0,203.96,415.91062006879923
15/9-F-14 H,721.0,124784.0,3168.0,3889.0,0.8146052969915145,173.07073509015257,31.892,88.411,100.494,100.0,24.0,215.672,330.2071929653667
15/9-F-14 H,370.0,66721.0,3455.0,3825.0,0.9032679738562092,180.327027027027,31.028,88.027,99.867,100.0,24.0,228.7,334.8557084112193
15/9-F-14 H,157.0,25271.0,2901.0,3058.0,0.94865925441465,160.96178343949043,30.468,87.559,99.504,90.28784,24.0,236.742,316.4892892836873
15/9-F-14 H,2575.0,359872.0,2478.0,5053.0,0.4904017415396794,139.75611650485436,58.753,90.617,106.396,42.74849,24.0,188.739,353.31259431542543
15/9-F-14 H,1784.0,278647.0,4199.0,5983.0,0.7018218285141233,156.19226457399105,40.454,89.445,104.423,65.32453,24.0,204.365,414.11824183489205
15/9-F-14 H,1251.0,192484.0,2404.0,3655.0,0.6577291381668947,153.86410871302957,34.497,86.227,103.584,100.0,24.0,186.483,311.04499229625685
15/9-F-14 H,357.52773375594296,66614.26307448494,1494.770206022187,1852.29793977813,0.8069815195071869,186.3191489361702,44.989,68.941,100.808,11.46654,6.31,216.583,281.5065099908106
15/9-F-14 H,4149.0,575330.0,6.0,4155.0,0.0014440433212996,138.66714871053267,87.773,78.811,104.701,36.27033,24.0,157.208,282.04671881109465
15/9-F-14 H,777.0,113851.0,3251.0,4028.0,0.8071002979145978,146.52638352638354,32.474,89.069,100.684,100.0,24.0,212.794,334.6036804796085
15/9-F-14 H,326.0,48669.0,3490.0,3816.0,0.9145702306079664,149.2914110429448,31.122,87.679,99.888,97.91667,24.0,229.804,335.6469937170778
15/9-F-14 H,191.0,29326.0,3135.0,3326.0,0.9425736620565244,153.5392670157068,30.292,87.676,99.451,100.0,24.0,236.629,323.17912116327034
15/9-F-14 H,3685.0,534316.0,1.0,3686.0,0.0002712967986977,144.9975576662144,81.258,77.447,105.22,35.77642,24.0,152.51100000000002,265.1664412956856
15/9-F-14 H,2900.0,404485.0,1326.0,4226.0,0.313771888310459,139.47758620689655,61.712,88.994,106.029,42.01759,24.0,179.41699999999997,306.1280539280403
15/9-F-14 H,2055.0,315985.0,3695.0,5750.0,0.6426086956521739,153.7639902676399,41.124,90.952,105.817,100.0,24.0,200.592,398.4069362935359
15/9-F-14 H,2727.0,382361.0,1760.0,4487.0,0.3922442611990194,140.21305463879722,54.09,87.835,106.136,44.94371,24.0,182.205,322.74479486137403
15/9-F-14 H,1965.0,298806.0,3689.0,5654.0,0.6524584365051291,152.06412213740458,39.337,89.698,105.512,100.0,24.0,202.799,394.0843048428871
15/9-F-14 H,988.0,160249.0,3281.0,4269.0,0.7685640665261185,162.19534412955466,33.585,88.083,101.319,75.30807,24.0,208.256,340.53907724672223
15/9-F-14 H,633.0,94516.0,3813.0,4446.0,0.8576248313090419,149.31437598736176,32.157,88.117,100.038,100.0,24.0,219.959,353.50067872755335
15/9-F-14 H,267.1807228915663,38743.51807228916,2987.5662650602408,3254.746987951807,0.917910447761194,145.00865800865802,35.896,81.985,99.494,65.13958,20.75,232.168,319.3439435736709
15/9-F-14 H,156.0,25060.0,3310.0,3466.0,0.9549913444893248,160.64102564102564,27.94,85.702,99.599,100.0,24.0,238.623,328.15760204837164
15/9-F-14 H,1972.0,276018.0,104.0,2076.0,0.0500963391136801,139.9685598377282,77.082,74.228,105.052,28.20956,24.0,152.768,227.2545486146342
15/9-F-14 H,1492.2390722569137,220668.3318465656,2395.7181088314005,3887.957181088314,0.6161894273127754,147.87733142037305,67.782,89.273,106.369,32.99242,22.42,201.613,314.60613418472303
15/9-F-14 H,1911.6521739130435,298869.9130434783,4609.04347826087,6520.695652173914,0.7068330932949272,156.34115720524017,44.844,86.565,103.467,57.5494,23.0,202.828,444.5118140563415
15/9-F-14 H,1054.0,166025.0,2680.0,3734.0,0.7177289769683985,157.51897533206832,32.537,86.552,102.113,100.0,24.0,197.315,318.04144655403957
15/9-F-14 H,868.0,137900.0,3709.0,4577.0,0.8103561284684291,158.8709677419355,32.501,89.199,100.725,100.0,24.0,212.828,355.3052403891309
15/9-F-14 H,451.0,67332.0,3207.0,3658.0,0.8767085839256424,149.29490022172948,31.31,89.087,99.974,100.0,24.0,229.381,327.6740191954747
15/9-F-14 H,218.0,31908.0,2934.0,3152.0,0.9308375634517766,146.36697247706422,30.481,88.163,99.532,97.91667,24.0,236.40500000000003,317.54623665000815
15/9-F-14 H,113.0,18753.0,3185.0,3298.0,0.9657368101879928,165.95575221238937,27.524,89.154,100.338,100.0,24.0,238.399,324.263950831304
15/9-F-14 H,3451.0,465749.0,19.0,3470.0,0.0054755043227665,134.96059113300493,66.311,81.472,105.304,39.80267,24.0,154.724,258.52776205920725
15/9-F-14 H,2676.0,374325.0,3077.0,5753.0,0.5348513818877108,139.8822869955157,47.616,93.11,106.753,66.15916,24.0,201.925,390.7648112797251
15/9-F-14 H,1615.0,252054.0,4268.0,5883.0,0.7254801971783104,156.0705882352941,38.851,91.456,103.765,69.59435,24.0,207.888,409.89757310567046
15/9-F-14 H,1102.0,172658.0,2707.0,3809.0,0.7106852192176424,156.6769509981851,32.648,86.676,102.407,100.0,24.0,195.408,320.04920134315574
15/9-F-14 H,796.0,134589.0,3589.0,4385.0,0.8184720638540479,169.08165829145727,32.211,88.949,100.816,100.0,24.0,212.136,348.41689950075374
15/9-F-14 H,451.0,66453.0,3687.0,4138.0,0.8910101498308362,147.3458980044346,31.483,88.2,100.069,100.0,24.0,228.52,344.6708943324821
15/9-F-14 H,207.0,30120.0,3171.0,3378.0,0.938721136767318,145.5072463768116,30.36,88.117,99.498,100.0,24.0,235.367,324.3709899027972
15/9-F-14 H,106.0,17387.0,3064.0,3170.0,0.9665615141955836,164.02830188679246,29.247,89.061,100.042,56.41115,24.0,238.675,320.89941822725854
15/9-F-14 H,2967.766258246937,413481.9981149859,102.92177191328936,3070.6880301602264,0.0335174953959484,139.32431402439025,110.741,66.183,105.216,30.5,21.22,166.87,246.09698519983348
15/9-F-14 H,2353.0,324893.0,2029.0,4382.0,0.4630305796439982,138.07607309817254,59.425,89.452,106.267,42.23992,24.0,183.483,322.5725288880017
15/9-F-14 H,1932.0,298150.0,3578.0,5510.0,0.6493647912885663,154.32194616977225,37.945,90.979,104.83,100.0,24.0,205.444,386.72295071478084
15/9-F-14 H,1244.0,191914.0,2125.0,3369.0,0.630750964677946,154.27170418006432,36.556,85.745,104.106,51.39925,24.0,182.419,299.9178926995273
15/9-F-14 H,408.7431693989071,70518.03278688525,2286.338797814208,2695.0819672131147,0.8483373884833739,172.524064171123,41.234,72.669,100.772,20.50801,10.98,217.926,299.1596836934939
15/9-F-14 H,535.0,77918.0,3756.0,4291.0,0.8753204381263109,145.6411214953271,32.247,88.349,99.959,100.0,24.0,222.35700000000003,348.98481065493957
15/9-F-14 H,262.0,38864.0,3474.0,3736.0,0.9298715203426124,148.33587786259542,30.823,87.178,99.653,100.0,24.0,234.11,334.31517863785604
15/9-F-14 H,130.0,20565.0,3211.0,3341.0,0.9610894941634242,158.19230769230768,28.294,87.85,99.629,100.0,24.0,239.171,325.1056890655239
15/9-F-14 H,1687.0,264022.0,4140.0,5827.0,0.7104856701561696,156.50385299347954,40.703,89.014,104.08,61.31321,24.0,205.765,406.3853650858708
15/9-F-14 H,1186.0,185503.0,2739.0,3925.0,0.6978343949044586,156.4106239460371,32.887,85.888,102.806,100.0,24.0,193.775,323.189018719168
15/9-F-14 H,934.0,152936.0,3572.0,4506.0,0.7927208166888593,163.74304068522483,32.361,87.638,100.934,100.0,24.0,212.168,351.40669321814204
15/9-F-14 H,183.29764453961457,10156.745182012848,2545.610278372591,2728.9079229122053,0.9328311362209668,55.41121495327103,39.733,76.948,99.924,24.50581,14.01,232.379,308.45499093174743
15/9-F-14 H,250.0,36397.0,3270.0,3520.0,0.9289772727272728,145.588,30.503,87.781,99.6,100.0,24.0,235.69,327.68879333658055
15/9-F-14 H,108.0,17030.0,3883.0,3991.0,0.9729391130042596,157.6851851851852,31.346,88.167,99.703,43.01633,24.0,239.28,345.828940328273
15/9-F-14 H,660.0,98394.0,3685.0,4345.0,0.8481012658227848,149.0818181818182,32.319,88.405,100.273,100.0,24.0,217.043,349.01484602733797
15/9-F-14 H,349.0,56794.0,3879.0,4228.0,0.9174550614947966,162.73352435530086,28.853,88.105,99.636,100.0,24.0,230.061,349.78300559515566
15/9-F-14 H,153.0,23709.0,3260.0,3413.0,0.9551714034573688,154.9607843137255,28.442,87.862,99.492,100.0,24.0,237.355,326.65646316697075
15/9-F-14 H,4207.0,598685.0,3.0,4210.0,0.0007125890736342,142.30686950320893,63.629,77.768,104.986,43.25631,24.0,148.185,287.48886925394146
15/9-F-14 H,331.0,51158.0,3326.0,3657.0,0.9094886519004648,154.55589123867068,31.069,87.746,99.68,100.0,24.0,230.195,330.20575656070986
15/9-F-14 H,192.0,29067.0,3129.0,3321.0,0.942186088527552,151.390625,27.55,88.321,99.507,100.0,24.0,235.742,323.0271819115204
15/9-F-14 H,4378.0,641010.0,6.0,4384.0,0.0013686131386861,146.41617176793056,82.197,77.586,104.808,39.69013,24.0,158.852,293.23220921961666
15/9-F-14 H,1707.0,268695.0,4334.0,6041.0,0.7174308889256745,157.40773286467487,40.355,88.479,103.284,66.11365,24.0,204.592,418.17879785233816
15/9-F-14 H,749.0,110519.0,3876.0,4625.0,0.8380540540540541,147.5554072096128,31.853,88.787,100.453,100.0,24.0,216.072,359.0707866763086
15/9-F-14 H,332.0,53988.0,3323.0,3655.0,0.9091655266757864,162.6144578313253,31.202,89.146,99.868,100.0,24.0,229.034,330.02292965279787
15/9-F-14 H,186.0,27862.0,2995.0,3181.0,0.9415278214397989,149.79569892473117,30.284,87.587,99.361,100.0,24.0,236.55,319.179738130045
15/9-F-14 H,2549.0,356322.0,2402.0,4951.0,0.4851545142395476,139.78893683797568,58.425,90.255,106.382,42.69167,24.0,188.38,348.38015295320406
15/9-F-14 H,1789.0,279351.0,4229.0,6018.0,0.7027251578597541,156.14924538848518,40.651,89.799,104.414,65.2284,24.0,204.502,415.9956785113813
15/9-F-14 H,1241.0,190707.0,2396.0,3637.0,0.6587847126752818,153.67203867848508,34.506,86.965,103.552,100.0,24.0,186.845,310.47155766743043
15/9-F-14 H,934.0,148427.0,3334.0,4268.0,0.7811621368322399,158.9154175588865,36.48,85.962,101.145,59.11393,24.0,206.747,341.45220976498604
15/9-F-14 H,586.0,85785.0,3625.0,4211.0,0.8608406554262645,146.39078498293514,32.517,87.932,99.988,100.0,24.0,223.4,345.0513695713303
15/9-F-14 H,249.0,36177.0,3176.0,3425.0,0.9272992700729928,145.289156626506,30.446,86.843,99.599,100.0,24.0,234.607,324.81032888809045
15/9-F-14 H,113.0,18754.0,3204.0,3317.0,0.96593307205306,165.9646017699115,27.548,87.988,99.59,100.0,24.0,239.007,324.8125195407798
15/9-F-14 H,4118.0,570959.0,6.0,4124.0,0.001454898157129,138.64958717824186,87.395,79.229,104.716,36.24301,24.0,156.91700000000003,280.7434574481635
15/9-F-14 H,765.0,112420.0,3220.0,3985.0,0.8080301129234629,146.95424836601308,32.778,88.919,100.678,99.90798,24.0,212.813,333.1820400754763
15/9-F-14 H,337.0,50734.0,3493.0,3830.0,0.9120104438642298,150.5459940652819,31.107,86.602,99.887,97.91667,24.0,229.963,335.9167980406017
15/9-F-14 H,188.0,29222.0,2981.0,3169.0,0.9406752918901862,155.43617021276594,30.328,87.758,99.448,100.0,24.0,236.544,318.74283805000334
15/9-F-14 H,3526.0,509273.0,1.0,3527.0,0.0002835270768358,144.43363584798638,82.236,75.958,105.215,35.32137,24.0,152.58499999999998,259.68267161320256
15/9-F-14 H,2919.0,408679.0,1119.0,4038.0,0.2771173848439822,140.00650907845153,61.149,89.324,106.041,42.24799,24.0,179.555,296.3002494998033
15/9-F-14 H,2056.0,316554.0,3617.0,5673.0,0.6375815265291733,153.965953307393,41.046,90.622,105.804,100.0,24.0,200.568,394.2114376165031
15/9-F-14 H,1860.0,278393.0,3944.0,5804.0,0.6795313576843556,149.6736559139785,39.377,86.468,102.78,77.85393,24.0,201.511,403.4177579764086
15/9-F-14 H,927.9039862837548,151507.58679811403,2963.7376768109734,3891.641663094728,0.7615648955855142,163.27937915742794,39.273,87.177,101.478,51.92849,23.33,208.005,326.36180471539353
15/9-F-14 H,282.0,45921.0,3199.0,3481.0,0.9189887963228958,162.8404255319149,31.786,86.087,99.581,100.0,24.0,229.893,325.6273873684375
15/9-F-14 H,163.0,24845.0,2997.0,3160.0,0.9484177215189872,152.4233128834356,29.119,87.483,99.565,77.47441,24.0,238.227,319.1842646115701
15/9-F-14 H,4380.0,629307.0,144.0,4524.0,0.0318302387267904,143.67739726027398,97.129,80.237,105.365,34.69769,24.0,164.35199999999998,298.6590514644152
15/9-F-14 H,2501.0,350906.0,2280.0,4781.0,0.4768876804015896,140.3062774890044,61.242,89.822,106.276,40.50128,24.0,188.947,340.1886020003202
15/9-F-14 H,1892.0,289292.0,3664.0,5556.0,0.6594672426205903,152.90274841437633,38.52,89.06,105.1,100.0,24.0,198.81,389.6742725684489
15/9-F-14 H,1276.0,159326.0,2293.0,3569.0,0.6424768842813113,124.86363636363636,41.466,84.399,105.153,37.31383,24.0,178.249,307.7077277372221
15/9-F-14 H,964.0,145350.0,3363.0,4327.0,0.7772128495493413,150.7780082987552,32.129,85.703,101.117,99.05895,24.0,209.666,343.5020970231986
15/9-F-14 H,480.3118908382066,74780.50682261208,3950.09746588694,4430.409356725146,0.8915874692009856,155.6915584415584,33.474,86.708,99.998,64.98126,15.39,220.964,355.33931574587854
15/9-F-14 H,273.0,41698.0,3266.0,3539.0,0.9228595648488274,152.73992673992674,30.734,86.903,99.52,100.0,24.0,231.889,327.724769447986
15/9-F-14 H,144.0,22399.0,2894.0,3038.0,0.9526003949967085,155.54861111111111,28.768,87.989,99.525,100.0,24.0,237.927,316.3574506724084
15/9-F-14 H,2714.0,380460.0,1998.0,4712.0,0.4240237691001697,140.18422991893885,53.968,88.429,106.149,45.87758,24.0,182.379,334.35158164312014
15/9-F-14 H,1961.0,298580.0,3724.0,5685.0,0.6550571679859278,152.25905150433454,39.481,91.018,105.498,100.0,24.0,202.389,395.6750606839808
15/9-F-14 H,964.0,156953.0,3251.0,4215.0,0.7712930011862397,162.8143153526971,33.907,87.729,101.3,75.25967,24.0,208.42200000000005,338.72417950951814
15/9-F-14 H,631.0,94044.0,3748.0,4379.0,0.8559031742406942,149.03961965134707,32.189,88.137,100.055,100.0,24.0,219.891,350.8507157257921
15/9-F-14 H,282.0,40768.0,3228.0,3510.0,0.9196581196581196,144.5673758865248,32.965,86.586,99.535,84.24666,24.0,231.899,326.66738835095407
