actual,predicted_mean,predicted_std,CI_lower_2.5,CI_upper_97.5
221.719,221.21321666666685,0.6666575855631477,219.71065,222.03300000000002
196.38,195.18390000000016,3.266895222786716,188.942675,197.901
227.09,226.9439200000007,0.8705885596920433,225.496075,227.107
148.176,148.65817000000035,2.0653841227319814,147.799,152.54000000000002
187.04500000000002,187.02947666666648,1.190528586856369,185.082,188.87267500000002
205.108,200.94125333333332,2.8093168723295636,197.6636,204.358
239.10599999999997,239.10533666666703,0.058666316192132556,238.98264999999998,239.24577499999998
214.44,202.8835233333329,12.650979484982795,176.07237500000002,223.31600000000003
199.97,202.45784000000037,2.790045015359666,195.859875,207.382
222.023,221.72872999999967,2.383162278101654,215.59199999999998,224.90699999999998
159.691,159.0825999999999,0.20106342282971237,158.886,159.614
237.31599999999997,236.90510666666646,0.5830044270462788,235.74699999999999,237.327
156.21,157.1996400000005,2.974377310250558,155.30899999999997,168.45989999999995
194.912,194.71444666666687,0.9895208472566676,189.794,195.40800000000002
236.614,236.22453000000027,0.3907817410012887,235.637,236.75100000000003
220.56300000000002,223.6055633333336,2.109356318719577,220.2544,228.8131999999999
179.76999999999998,178.85424999999975,2.6303267365164618,174.80124999999998,184.247
229.71899999999997,231.6595333333332,2.2393347186658428,229.73280000000003,239.462
159.328,159.6057633333334,0.39095955543878247,159.03889999999998,160.76672499999998
221.068,224.7287633333333,2.4723004902294705,221.01317500000002,230.432
165.86200000000002,166.0087566666667,0.5061072720173956,165.2035,167.981
238.048,237.7069766666671,0.49553246391017763,235.877325,238.06099999999998
197.231,195.419313333333,1.9565224000307855,189.794,197.4389
221.937,222.12698000000017,1.2750590651416904,221.26274999999998,223.503875
167.54999999999998,167.658346666667,0.8604111961666306,167.1,167.987
180.91400000000002,181.7068966666668,1.4107480613687071,180.75199999999998,185.75799999999998
171.19400000000002,171.09063999999992,2.104164484318338,167.30384999999998,172.980575
181.02,182.07126000000054,1.6084732323127633,178.615,183.17235
175.98900000000003,176.0331300000002,0.10642800273737377,175.933,176.28300000000002
214.824,214.69215000000077,1.0626461942559513,212.7788,216.051
223.385,220.54342999999994,5.957499825578404,202.368925,224.03500000000003
156.768,157.59611333333373,3.447951709902885,155.30899999999997,169.925
175.836,176.2780700000007,1.2877137874672862,174.4248,177.698
171.49099999999999,171.93613666666664,2.326108704393573,168.44895,179.49915
181.276,181.1277366666672,1.5342351169194686,179.41099999999997,182.99247499999998
180.414,180.73957000000004,0.8909057479703811,179.774,181.59
198.155,199.28052666666719,2.424710292513766,196.18800000000002,203.47400000000002
201.84500000000003,200.6932133333336,9.146097606875228,177.011225,218.411
151.72400000000002,152.73032000000018,4.499194719532224,149.493,168.68559999999997
180.65200000000002,181.08811000000003,2.2092167672201546,179.774,182.78300000000002
223.72499999999997,220.80499000000054,7.380133323766372,186.19897500000002,224.03500000000003
175.27499999999998,175.57083666666628,0.6462181597486155,174.418,175.928925
216.27599999999998,221.6774466666668,4.138040304357719,216.809,233.644
199.40200000000002,192.64291333333327,13.103159701861584,164.60399999999998,215.36752499999997
204.041,203.9447299999997,0.5134619918747616,202.58395000000002,204.81
155.33499999999998,157.78763666666674,8.781921094573907,154.402,181.40957499999985
235.97000000000003,235.79103999999964,0.3462899532665273,234.457,236.187525
186.43,186.84226666666635,2.5324097026788985,184.08800000000002,191.174
230.313,230.31266666666662,0.17437028289119183,230.167525,230.65300000000002
202.58300000000003,202.3515866666665,2.448672448999436,198.211125,206.296775
152.53,152.92044333333308,2.52674647721576,149.001,158.50185000000002
186.483,186.21846999999997,1.8846319841726826,179.856,188.200875
157.998,157.7976900000001,0.5478988597968326,156.2079,158.447
229.79,229.7175700000003,0.2186023599293178,229.075975,230.02420000000004
171.588,172.31791666666714,3.664552759849724,168.499,180.571
164.858,165.0973533333332,0.8541373319450596,164.09222499999998,165.87800000000001
209.228,200.84192333333323,8.420000563586028,185.25335,214.03300000000002
156.233,159.1313800000003,2.209186022558228,156.01600000000002,162.150375
167.63299999999998,167.77819333333352,0.2220780552468477,167.4315,168.11
188.756,188.1244466666664,5.066809829385304,184.574325,211.44447499999998
166.627,166.3131633333334,3.4116811237260887,161.42700000000002,179.06757499999995
237.49699999999999,237.51133000000078,0.21196982749124652,237.197,237.93895
196.96800000000002,194.40445999999966,5.0705060971991145,187.073,202.37199999999999
